-5AwGn04sAU, 20, 30, "/m/07r660_,/m/09x0r"
-A1p92eMiGg, 10, 20, "/m/07r660_,/m/09x0r,/t/dd00125"
-AXUlQNaJb0, 40, 50, "/m/01j3sz,/m/03qc9zr,/m/07r660_"
-T_uw2LeDWU, 70, 80, "/m/07r660_,/m/09x0r,/m/0ytgt,/t/dd00001"
-_NWFPRbOtU, 30, 40, "/m/07r660_,/m/09x0r"
-jR6zkus6nc, 30, 40, "/m/07r660_"
-scktuy9RXs, 90, 100, "/m/07r660_,/m/09x0r,/t/dd00125"
-z-1R1VxTZo, 0, 10, "/m/07r660_,/m/09x0r,/t/dd00129"
0-Qj2Uymp_o, 30, 40, "/m/07r660_,/m/09x0r"
0C8veLHkEbo, 90, 100, "/m/01j3sz,/m/07r660_,/m/09x0r"
0ELlA8EdtZw, 0, 10, "/m/07r660_,/m/07sq110,/m/09x0r,/m/0ytgt,/t/dd00125"
0F5SIMpJm-g, 6, 16, "/m/07r660_,/m/09x0r"
0G6OTYrqB2Y, 30, 40, "/m/01j3sz,/m/07r660_,/m/07sq110,/t/dd00001"
0IgdqvjI2u4, 10, 20, "/m/07r660_,/m/09x0r,/t/dd00125"
0Q1T9RuTAnE, 40, 50, "/m/01j3sz,/m/07r660_,/t/dd00001"
0_dPlaI3bJo, 21, 31, "/m/01j3sz,/m/07r660_,/m/07sq110"
0cSIGg0dZWM, 100, 110, "/m/07r660_,/m/09x0r,/m/0ytgt"
0di55Yw-YYE, 60, 70, "/m/07r660_,/m/09x0r,/m/0ytgt,/t/dd00001"
0gpJYhcTWAM, 10, 20, "/m/02fs_r,/m/07r660_,/m/0ytgt"
0l1acpkziXE, 140, 150, "/m/03qc9zr,/m/07r660_,/m/09x0r"
0m_goFeDmTM, 50, 60, "/m/07r660_,/m/09x0r"
0nFXgrgdfW0, 0, 10, "/m/07r660_"
0nU_y9EBH3E, 30, 40, "/m/07r660_"
0uJFVlaLwJ4, 320, 330, "/m/015lz1,/m/07r660_,/m/07sq110,/m/09x0r,/t/dd00125"
144HjFkY-7A, 30, 40, "/m/07r660_,/m/09x0r"
18L7Pi6Xw-w, 30, 40, "/m/04rlf,/m/07r660_,/m/09x0r"
1BFKty-ICOs, 250, 260, "/m/07r660_,/m/09x0r"
1EwFiOuOfko, 590, 600, "/m/07r660_,/m/0ytgt"
1GoLVFklzZQ, 40, 50, "/m/07r660_,/m/09x0r,/t/dd00125"
1I28iHL0Ndg, 30, 40, "/m/07r660_,/m/09x0r"
1JQhilKesFo, 30, 40, "/m/07r660_"
1P7OMP2iXcQ, 350, 360, "/m/07r660_,/m/09x0r"
1PYDkFh4qh0, 10, 20, "/m/07r660_,/m/09x0r,/t/dd00125"
1Q1It-Cv1V4, 30, 40, "/m/04rlf,/m/07r660_,/m/09x0r"
1XUei8C0jxA, 20, 30, "/m/01j3sz,/m/07r660_,/m/07s04w4,/m/0ytgt"
1YypPKD2OUs, 140, 150, "/m/01j3sz,/m/07r660_,/m/09x0r"
1_OtJdpEFdM, 30, 40, "/m/07r660_,/m/09x0r"
1aXeTBJqNFA, 0, 3, "/m/07r660_"
1beqiUrL9Pc, 30, 40, "/m/07r660_"
1kVx_XmU6OY, 0, 5, "/m/07r660_"
1nNO8Ql6rbY, 210, 220, "/m/01j3sz,/m/07r660_"
1pkbLB7AXWM, 0, 10, "/m/01j3sz,/m/0261r1,/m/07r660_,/m/09x0r,/m/0ytgt"
25mWLDZrTjY, 30, 40, "/m/04rlf,/m/07r660_"
2E8lxYGbyIQ, 50, 60, "/m/07r660_,/t/dd00125"
2H7YAgyNp6g, 0, 10, "/m/0463cq4,/m/07r660_,/m/09x0r,/t/dd00002"
2MWBRXeIqc4, 150, 160, "/m/01j3sz,/m/07r660_"
2N40NRttbcU, 30, 40, "/m/07r660_,/m/09x0r"
2Tjgs-iUKsU, 50, 60, "/m/07r660_"
2XQgWhslo6s, 21, 31, "/m/07r660_,/m/09x0r"
2pHHPoLARsQ, 30, 40, "/m/01j3sz,/m/07r660_"
2qUPYJxT6oI, 170, 180, "/m/04rlf,/m/07r660_,/m/09x0r"
2u0XPq0nfos, 380, 390, "/m/07r660_,/m/09x0r,/t/dd00125"
33m9tv3bLPo, 0, 2, "/m/07r660_"
35twa_Mflb4, 80, 90, "/m/07r660_,/m/09x0r"
3BWyVu2qs9c, 90, 100, "/m/07r660_,/m/09x0r"
3C1IpjsyHEA, 110, 120, "/m/07r660_,/m/07rgt08,/m/0ytgt"
3DylwGXXYWw, 160, 170, "/m/07r660_,/m/09x0r,/m/0ytgt,/t/dd00001,/t/dd00125"
3FE0GjL8pfs, 180, 190, "/m/07r660_,/m/07sq110,/m/09x0r,/t/dd00125"
3IiEyi78S84, 390, 400, "/m/03q5_w,/m/07r660_,/m/09x0r,/m/0ytgt"
3IpFS8DpZ8o, 30, 40, "/m/07r660_"
3VDwsmbtLBA, 20, 30, "/m/01j3sz,/m/07r660_"
3YyKBMnd6Dk, 40, 50, "/m/07r660_,/m/09x0r,/m/0ytgt"
3el9MeF8qic, 70, 80, "/m/07r660_,/m/09x0r"
3f6f20UkVmM, 30, 40, "/m/07r660_"
3ifbvZO4S6s, 130, 140, "/m/07qz6j3,/m/07r660_,/m/09x0r,/m/0ytgt,/t/dd00125"
3lyqigcxT3s, 50, 60, "/m/07r660_,/m/09x0r"
3mDx2YTf2xs, 40, 50, "/m/0261r1,/m/07r660_"
3t8YRSOGh-o, 350, 360, "/m/07r660_,/m/09x0r"
3zouGLXR4sM, 100, 110, "/m/07r660_,/m/09x0r"
410v_AdMB_E, 110, 120, "/m/07r660_,/m/09x0r"
42YWDXQzFxo, 26, 36, "/m/07r660_,/m/09x0r"
4HEp0uoaqrI, 20, 30, "/m/07r660_,/m/09x0r"
4Iy5ZcanjNM, 310, 320, "/m/07r660_,/m/07sq110,/m/09x0r,/m/0ytgt,/t/dd00001,/t/dd00125"
4PrrKm7KizM, 170, 180, "/m/07r660_,/m/09x0r,/t/dd00125"
4Q6g7zkzNAw, 50, 60, "/m/07r660_"
4U9iy9jPKOY, 30, 40, "/m/07r660_"
4V3TFiHFqDc, 120, 130, "/m/0463cq4,/m/07r660_,/m/09x0r,/t/dd00002,/t/dd00125"
4_zQwRXynHo, 260, 270, "/m/07r660_,/m/09x0r,/t/dd00125"
4bEQjVKtLQo, 30, 40, "/m/01j3sz,/m/04rlf,/m/07r660_,/m/09x0r"
4d6FzTGtQjs, 30, 40, "/m/07r660_,/m/09x0r"
4fONUQEsRic, 40, 50, "/m/03dnzn,/m/07r660_"
4hOXlcm1mDc, 30, 40, "/m/07r660_,/m/09x0r"
4k5q-JXkRdQ, 80, 90, "/m/07r660_,/m/09x0r"
4pvv1Bna3oI, 20, 30, "/m/0463cq4,/m/07r660_,/m/09x0r,/t/dd00125"
4zQu8yxNh5g, 10, 20, "/m/07r660_,/m/0ytgt"
5093Ruo6FVA, 30, 40, "/m/07r660_,/t/dd00126"
52y_0oUYQps, 50, 60, "/m/07r660_,/m/07sq110,/m/09x0r,/t/dd00001,/t/dd00125"
57rX-_ti2ps, 20, 30, "/m/01j3sz,/m/07r660_,/m/09x0r,/t/dd00001"
5D8BAGFlva8, 110, 120, "/m/07r660_,/m/09x0r,/m/0ytgt"
5HrA9jB7zrU, 20, 30, "/m/07r660_,/m/07rgt08,/m/0ytgt"
5LQUc4qgpMo, 30, 40, "/m/07r660_,/m/09x0r"
5MZYUwiSfVg, 70, 80, "/m/01j3sz,/m/07r660_,/m/07rgt08"
5TiquVj2Z2o, 320, 330, "/m/07r660_,/m/09x0r,/t/dd00125"
5XnsjejiOQI, 8, 18, "/m/07r660_,/m/09x0r"
5ZojbRmn_ZI, 10, 20, "/m/07r660_,/m/09x0r"
5ahTLJK5BXA, 70, 80, "/m/07r660_,/m/09x0r,/m/0ytgt,/t/dd00125"
5bBKvxlLH68, 100, 110, "/m/07r660_,/m/09x0r,/t/dd00125"
5bKuJi2uC5U, 10, 20, "/m/07r660_"
5dUZCf7tGIo, 10, 20, "/m/07r660_"
5k7R6g6wTT4, 10, 20, "/m/07r660_"
5pDb76g6Jos, 150, 160, "/m/07r660_,/m/07sq110,/m/09x0r,/t/dd00125"
5q5RhQZnZQ0, 80, 90, "/m/07r660_,/m/07sq110,/m/09x0r,/t/dd00125"
5r5F_3q33B8, 60, 70, "/m/07r660_,/m/09x0r"
5vK2-cJAcdk, 50, 60, "/m/07r660_"
5vcBhw18Fmk, 13, 23, "/m/07r660_,/m/09x0r"
5vyUN1VB_ts, 30, 40, "/m/04rlf,/m/07r660_,/m/09x0r"
5wAQaFYVEaQ, 70, 80, "/m/01j3sz,/m/07r660_"
6PjC9sMqGT0, 30, 40, "/m/07r660_,/t/dd00001"
6VjMmk0Oox0, 50, 60, "/m/01j3sz,/m/07r660_,/m/09x0r"
6b8CP_WyNgM, 20, 30, "/m/01j3sz,/m/07r660_"
6fzGWTDGXlk, 40, 50, "/m/07r660_,/m/09x0r"
6qmyyrSvO_o, 6, 16, "/m/07r660_,/m/09x0r"
6u_uXOKH2ZE, 80, 90, "/m/015p6,/m/07r660_,/t/dd00001,/t/dd00125"
6vR0uox4iOk, 130, 140, "/m/01j3sz,/m/07r660_,/m/09x0r"
6wQ7nwxEk-k, 90, 100, "/m/07r660_,/m/09x0r"
6zKaTu0MTns, 0, 5, "/m/07r660_"
70JxIOkUj_w, 20, 30, "/m/03q5_w,/m/07r660_,/m/09x0r"
73phKdahss8, 30, 40, "/m/0463cq4,/m/07r660_,/m/09x0r,/m/0ytgt,/t/dd00002"
75wFOfyuJS8, 530, 540, "/m/07r660_,/m/07rgt08,/m/07sq110"
77MJpeqPxRk, 3, 13, "/m/07r660_,/m/09x0r"
78aQzV_MJWE, 140, 150, "/m/04rlf,/m/07r660_,/m/09x0r,/t/dd00125"
7B43zXCVr8Q, 150, 160, "/m/07r660_,/m/07sq110,/m/09x0r"
7KFvGArvnfg, 30, 40, "/m/07r660_,/m/09x0r"
7P5Jpl4OLmI, 10, 20, "/m/01j3sz,/m/07r660_,/m/09x0r"
7UvS6lGHAig, 120, 130, "/m/07r660_,/m/07rgt08,/m/0ytgt"
7XeLOuPChsE, 0, 10, "/m/02_nn,/m/07r660_,/m/09x0r"
7fbnTIAorYU, 30, 40, "/m/07r660_,/m/09x0r"
7ktvH0FsQpU, 40, 50, "/m/07r660_,/m/09x0r,/t/dd00125"
7lfNcqHYuws, 300, 310, "/m/07r660_,/m/0ytgt"
7mIf9xa2ZAk, 90, 100, "/m/07r660_,/m/09x0r,/t/dd00125"
7vKs14qgBco, 130, 140, "/m/07r660_,/m/09x0r,/t/dd00125"
7zEoHj2RAWo, 40, 50, "/m/07r660_,/m/09x0r"
7zMZNiwGpRs, 480, 490, "/m/07r660_,/m/09x0r,/t/dd00125"
8-gcnDUEqnQ, 80, 90, "/m/07r660_,/m/09x0r"
82d_v2RfKsA, 40, 50, "/m/02_nn,/m/07r660_,/m/09x0r"
84dWm3rm504, 30, 40, "/m/04rlf,/m/07r660_,/m/09x0r"
88ta4Rd0Pso, 390, 400, "/m/07r660_"
8AtKaQkXlyY, 30, 40, "/m/07r660_,/m/09x0r"
8DTw8Udr4rA, 80, 90, "/m/07r660_,/m/09x0r,/m/0ytgt,/t/dd00125"
8P1xuiEysh4, 20, 30, "/m/07r660_,/m/09x0r,/m/0ytgt"
8QSw-eWK6Cs, 30, 40, "/m/07r660_,/m/0ytgt"
8_-2UG03bvY, 40, 50, "/m/07r660_,/m/09x0r,/t/dd00125"
