--5OkAjCI7g, 40.000, 50.000, "/m/07sq110,/m/0ytgt"
-4kV3ulsTJc, 440.000, 450.000, "/m/07sq110,/t/dd00126"
-DIzyAwdDHg, 50.000, 60.000, "/m/07sq110,/m/09x0r,/t/dd00125"
-DzUDgNOPDw, 50.000, 60.000, "/m/01j3sz,/m/07sq110,/m/09x0r,/m/0ytgt"
-H53wmeBhwE, 20.000, 30.000, "/m/01j3sz,/m/07rgt08,/m/07sq110"
-HyUH30KfyE, 20.000, 30.000, "/m/01j3sz,/m/07sq110"
-VcqC_zuYGg, 70.000, 80.000, "/m/01j3sz,/m/07sq110,/m/09x0r,/t/dd00125"
-nK-nHIhoiM, 50.000, 60.000, "/m/01j3sz,/m/07sq110,/m/09x0r,/t/dd00001"
-xD-b8dp7Hs, 70.000, 80.000, "/m/07sq110,/m/09x0r,/m/0ytgt,/t/dd00125"
001MzJlnyqc, 20.000, 30.000, "/m/07sq110,/m/09x0r"
0BSidlvh4Ds, 30.000, 40.000, "/m/01z5f,/m/068hy,/m/07r_k2n,/m/07sq110,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
0ELlA8EdtZw, 0.000, 10.000, "/m/07r660_,/m/07sq110,/m/09x0r,/m/0ytgt,/t/dd00125"
0G6OTYrqB2Y, 30.000, 40.000, "/m/01j3sz,/m/07r660_,/m/07sq110,/t/dd00001"
0L_HP5soc8o, 30.000, 40.000, "/m/07sq110,/m/09x0r,/t/dd00125"
0_dPlaI3bJo, 21.000, 31.000, "/m/01j3sz,/m/07r660_,/m/07sq110"
0asdEtc9_3s, 60.000, 70.000, "/m/07sq110,/m/0ytgt"
0cIAYwY_cno, 130.000, 140.000, "/m/04rlf,/m/07sq110,/m/09x0r,/t/dd00125"
0uJFVlaLwJ4, 320.000, 330.000, "/m/015lz1,/m/07r660_,/m/07sq110,/m/09x0r,/t/dd00125"
15KYBbP_Smc, 170.000, 180.000, "/m/01j3sz,/m/07sq110"
1JeG9jl6VzY, 340.000, 350.000, "/m/07sq110,/t/dd00125"
1KMeBhe5sm0, 310.000, 320.000, "/m/02p3nc,/m/07sq110,/m/09x0r"
1Lb-qqYjwgE, 590.000, 600.000, "/m/07sq110,/m/09x0r,/t/dd00001,/t/dd00125"
1SJcvP3DI6M, 30.000, 40.000, "/m/07sq110,/m/09x0r,/m/0ytgt"
1XH4aW_jgO0, 150.000, 160.000, "/m/07sq110,/t/dd00125"
1hNHrwXfk10, 340.000, 350.000, "/m/07sq110,/m/09x0r,/t/dd00001"
1yimvaW1so4, 10.000, 20.000, "/m/07sq110,/m/09x0r,/t/dd00126"
255pX8XH3qk, 30.000, 40.000, "/m/07sq110,/m/09x0r,/m/0ytgt,/t/dd00125"
